id,create_date,rent_price,deposit,floor,area_total,rooms,region,agent_fee,date_only,repair_type_original,renovation_cosmetic,renovation_design,renovation_euro,renovation_no,renovation_unknown,price_for_m2,is_luxury_by_region,month_deposit,deposit_group,is_high_floor,renovation_score,is_small,is_large,is_studio,is_family,is_expensive_region,area_expensive,rooms_scaled,floor_scaled,rooms_x_floor
3446,2021-12-02 22:46:53.738000+03:00,50000,50000.0,14,35.0,1,1,50.0,2021-12-02,design,0,1,0,0,0,1428.57,1,1.0,1,0,0.6,1,0,1,0,1,35.0,0.16666666666666666,0.24074074074074073,0.040123456790123455
3447,2021-12-02 22:46:49.355000+03:00,50000,50000.0,6,50.2,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,996.02,0,1.0,1,0,0.0,0,0,0,0,1,50.2,0.3333333333333333,0.09259259259259259,0.030864197530864196
3448,2021-12-02 22:46:38.230000+03:00,50000,50000.0,1,33.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1515.15,1,1.0,1,0,0.0,1,0,1,0,1,33.0,0.16666666666666666,0.0,0.0
3450,2021-12-02 22:42:45.147000+03:00,35000,25000.0,2,31.0,1,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,1129.03,1,0.7142857142857143,0,0,0.0,1,0,1,0,1,31.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
3451,2021-12-02 22:42:39.927000+03:00,43000,43000.0,9,56.0,1,1,60.0,2021-12-02,euro,0,0,1,0,0,767.86,0,1.0,1,0,0.4,0,0,1,0,1,56.0,0.16666666666666666,0.14814814814814814,0.024691358024691357
3454,2021-12-02 22:42:35.433000+03:00,30000,35000.0,1,36.5,1,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,821.92,0,1.1666666666666667,0,0,0.0,1,0,1,0,1,36.5,0.16666666666666666,0.0,0.0
3456,2021-12-02 22:42:18.906000+03:00,50000,50000.0,6,45.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,1111.11,1,1.0,1,0,0.4,1,0,1,0,1,45.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
3459,2021-12-02 22:40:12.910000+03:00,50000,50000.0,17,42.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1190.48,1,1.0,1,0,0.0,1,0,1,0,1,42.0,0.16666666666666666,0.2962962962962963,0.04938271604938271
3460,2021-12-02 22:40:06.619000+03:00,50000,50000.0,2,42.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1190.48,1,1.0,1,0,0.0,1,0,0,0,1,42.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
3462,2021-12-02 22:37:34.268000+03:00,50000,50000.0,3,72.0,2,1,90.0,2021-12-02,cosmetic,1,0,0,0,0,694.44,0,1.0,1,0,0.0,0,0,0,0,1,72.0,0.3333333333333333,0.037037037037037035,0.012345679012345678
3464,2021-12-02 22:36:29.498000+03:00,50000,25000.0,5,47.0,2,1,20.0,2021-12-02,euro,0,0,1,0,0,1063.83,0,0.5,0,0,0.4,1,0,0,0,1,47.0,0.3333333333333333,0.07407407407407407,0.024691358024691357
3465,2021-12-02 22:36:26.503000+03:00,50000,50000.0,8,40.0,2,1,99.0,2021-12-02,euro,0,0,1,0,0,1250.0,1,1.0,1,0,0.4,1,0,0,0,1,40.0,0.3333333333333333,0.12962962962962962,0.043209876543209874
3466,2021-12-02 22:36:21.628000+03:00,50000,50000.0,8,45.0,2,1,99.0,2021-12-02,euro,0,0,1,0,0,1111.11,1,1.0,1,0,0.4,1,0,0,0,1,45.0,0.3333333333333333,0.12962962962962962,0.043209876543209874
3467,2021-12-02 22:36:12.654000+03:00,50000,50000.0,3,76.0,3,1,50.0,2021-12-02,euro,0,0,1,0,0,657.89,0,1.0,1,0,0.4,0,0,0,1,1,76.0,0.5,0.037037037037037035,0.018518518518518517
3468,2021-12-02 22:36:08.525000+03:00,50000,50000.0,2,45.0,2,1,50.0,2021-12-02,euro,0,0,1,0,0,1111.11,1,1.0,1,0,0.4,1,0,0,0,1,45.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
3471,2021-12-02 22:34:44.660000+03:00,35000,35000.0,19,27.0,0,1,70.0,2021-12-02,euro,0,0,1,0,0,1296.3,1,1.0,0,0,0.4,1,0,1,0,1,27.0,0.0,0.33333333333333337,0.0
3474,2021-12-02 22:33:39.182000+03:00,49000,49000.0,9,38.0,1,1,60.0,2021-12-02,cosmetic,1,0,0,0,0,1289.47,1,1.0,1,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.14814814814814814,0.024691358024691357
3475,2021-12-02 22:33:24.094000+03:00,60000,60000.0,12,48.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1250.0,1,1.0,2,0,0.0,1,0,0,0,1,48.0,0.3333333333333333,0.2037037037037037,0.06790123456790123
3476,2021-12-02 22:33:18.748000+03:00,60000,60000.0,8,62.8,2,1,50.0,2021-12-02,euro,0,0,1,0,0,955.41,0,1.0,2,0,0.4,0,0,0,0,1,62.8,0.3333333333333333,0.12962962962962962,0.043209876543209874
3477,2021-12-02 22:32:01.179000+03:00,140000,140000.0,14,64.4,3,1,25.0,2021-12-02,euro,0,0,1,0,0,2173.91,1,1.0,2,0,0.4,0,0,0,1,1,64.4,0.5,0.24074074074074073,0.12037037037037036
3478,2021-12-02 22:30:46.251000+03:00,55000,55000.0,6,41.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,1341.46,1,1.0,2,0,0.4,1,0,1,0,1,41.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
3479,2021-12-02 22:30:42.284000+03:00,180000,180000.0,2,104.0,3,1,0.0,2021-12-02,design,0,1,0,0,0,1730.77,1,1.0,2,0,0.6,0,1,0,1,1,104.0,0.5,0.018518518518518517,0.009259259259259259
3482,2021-12-02 22:29:21.748000+03:00,55000,27500.0,15,55.0,2,1,99.0,2021-12-02,euro,0,0,1,0,0,1000.0,0,0.5,0,0,0.4,0,0,0,0,1,55.0,0.3333333333333333,0.2592592592592593,0.08641975308641976
3483,2021-12-02 22:28:21.811000+03:00,32000,32000.0,16,38.0,1,1,100.0,2021-12-02,cosmetic,1,0,0,0,0,842.11,0,1.0,0,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.2777777777777778,0.046296296296296294
3484,2021-12-02 22:23:23.991000+03:00,130000,130000.0,7,84.0,2,1,50.0,2021-12-02,design,0,1,0,0,0,1547.62,1,1.0,2,0,0.6,0,0,0,0,1,84.0,0.3333333333333333,0.1111111111111111,0.037037037037037035
3485,2021-12-02 22:19:53.122000+03:00,130000,130000.0,7,85.0,3,1,0.0,2021-12-02,design,0,1,0,0,0,1529.41,1,1.0,2,0,0.6,0,0,0,1,1,85.0,0.5,0.1111111111111111,0.05555555555555555
3486,2021-12-02 22:19:45.630000+03:00,145000,145000.0,20,70.0,3,1,0.0,2021-12-02,design,0,1,0,0,0,2071.43,1,1.0,2,0,0.6,0,0,0,1,1,70.0,0.5,0.35185185185185186,0.17592592592592593
3487,2021-12-02 22:18:30.365000+03:00,300000,300000.0,7,120.0,3,1,0.0,2021-12-02,unknown,0,0,0,0,1,2500.0,1,1.0,2,0,0.0,0,1,0,1,1,120.0,0.5,0.1111111111111111,0.05555555555555555
3489,2021-12-02 22:16:30.424000+03:00,130000,130000.0,5,115.0,3,1,25.0,2021-12-02,euro,0,0,1,0,0,1130.43,1,1.0,2,0,0.4,0,1,0,1,1,115.0,0.5,0.07407407407407407,0.037037037037037035
3490,2021-12-02 22:15:54.202000+03:00,300000,300000.0,3,133.0,3,1,0.0,2021-12-02,euro,0,0,1,0,0,2255.64,1,1.0,2,0,0.4,0,1,0,1,1,133.0,0.5,0.037037037037037035,0.018518518518518517
3491,2021-12-02 22:11:05.083000+03:00,290000,290000.0,8,110.0,3,1,0.0,2021-12-02,unknown,0,0,0,0,1,2636.36,1,1.0,2,0,0.0,0,1,0,1,1,110.0,0.5,0.12962962962962962,0.06481481481481481
3495,2021-12-02 22:09:13.188000+03:00,280000,280000.0,7,120.0,3,1,0.0,2021-12-02,unknown,0,0,0,0,1,2333.33,1,1.0,2,0,0.0,0,1,0,1,1,120.0,0.5,0.1111111111111111,0.05555555555555555
3497,2021-12-02 22:02:24.786000+03:00,270000,270000.0,10,72.0,2,1,0.0,2021-12-02,design,0,1,0,0,0,3750.0,1,1.0,2,0,0.6,0,0,0,0,1,72.0,0.3333333333333333,0.16666666666666666,0.05555555555555555
3498,2021-12-02 22:00:55.701000+03:00,26500,25000.0,3,39.0,1,1,100.0,2021-12-02,cosmetic,1,0,0,0,0,679.49,0,0.9433962264150944,0,0,0.0,1,0,1,0,1,39.0,0.16666666666666666,0.037037037037037035,0.006172839506172839
3499,2021-12-02 21:58:06.075000+03:00,260000,260000.0,23,120.0,3,1,0.0,2021-12-02,design,0,1,0,0,0,2166.67,1,1.0,2,0,0.6,0,1,0,1,1,120.0,0.5,0.40740740740740744,0.20370370370370372
3500,2021-12-02 21:55:25.975000+03:00,26000,26000.0,3,18.0,0,1,30.0,2021-12-02,cosmetic,1,0,0,0,0,1444.44,1,1.0,0,0,0.0,1,0,1,0,1,18.0,0.0,0.037037037037037035,0.0
3504,2021-12-02 21:43:17.371000+03:00,80000,80000.0,11,45.0,1,1,50.0,2021-12-02,design,0,1,0,0,0,1777.78,1,1.0,2,0,0.6,1,0,1,0,1,45.0,0.16666666666666666,0.18518518518518517,0.030864197530864196
3508,2021-12-02 21:41:06.041000+03:00,33000,33000.0,2,40.0,1,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,825.0,0,1.0,0,0,0.0,1,0,1,0,1,40.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
3509,2021-12-02 21:40:54.933000+03:00,79000,79000.0,8,74.0,3,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1067.57,0,1.0,2,0,0.0,0,0,0,1,1,74.0,0.5,0.12962962962962962,0.06481481481481481
3510,2021-12-02 21:40:00.746000+03:00,75000,75000.0,12,35.0,0,1,0.0,2021-12-02,design,0,1,0,0,0,2142.86,1,1.0,2,0,0.6,1,0,1,0,1,35.0,0.0,0.2037037037037037,0.0
3512,2021-12-02 21:37:58.770000+03:00,33000,33000.0,2,38.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,868.42,0,1.0,0,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
3513,2021-12-02 21:37:43.958000+03:00,75000,75000.0,5,43.0,2,1,50.0,2021-12-02,euro,0,0,1,0,0,1744.19,1,1.0,2,0,0.4,1,0,0,0,1,43.0,0.3333333333333333,0.07407407407407407,0.024691358024691357
3515,2021-12-02 21:37:42.039000+03:00,33000,33000.0,1,32.0,1,1,70.0,2021-12-02,unknown,0,0,0,0,1,1031.25,0,1.0,0,0,0.0,1,0,1,0,1,32.0,0.16666666666666666,0.0,0.0
3518,2021-12-02 21:37:18.920000+03:00,37000,37000.0,8,40.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,925.0,0,1.0,1,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.12962962962962962,0.021604938271604937
3520,2021-12-02 21:34:37.305000+03:00,30000,30000.0,8,31.0,1,1,50.0,2021-12-02,no,0,0,0,1,0,967.74,0,1.0,0,0,0.0,1,0,1,0,1,31.0,0.16666666666666666,0.12962962962962962,0.021604938271604937
3521,2021-12-02 21:33:06.479000+03:00,32000,0.0,12,42.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,761.9,0,0.0,0,0,0.0,1,0,1,0,1,42.0,0.16666666666666666,0.2037037037037037,0.033950617283950615
3522,2021-12-02 21:32:28.098000+03:00,42000,20000.0,2,46.0,2,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,913.04,0,0.47619047619047616,0,0,0.0,1,0,0,0,1,46.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
3526,2021-12-02 21:29:24.155000+03:00,100000,100000.0,5,55.0,2,1,0.0,2021-12-02,euro,0,0,1,0,0,1818.18,1,1.0,2,0,0.4,0,0,0,0,1,55.0,0.3333333333333333,0.07407407407407407,0.024691358024691357
3527,2021-12-02 21:29:19.106000+03:00,100000,100000.0,4,60.0,2,1,60.0,2021-12-02,design,0,1,0,0,0,1666.67,1,1.0,2,0,0.6,0,0,0,0,1,60.0,0.3333333333333333,0.05555555555555555,0.018518518518518517
3534,2021-12-02 21:27:08.115000+03:00,40000,40000.0,7,54.0,2,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,740.74,0,1.0,1,0,0.0,0,0,0,0,1,54.0,0.3333333333333333,0.1111111111111111,0.037037037037037035
3535,2021-12-02 21:25:42.576000+03:00,35000,35000.0,5,32.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1093.75,1,1.0,0,0,0.0,1,0,1,0,1,32.0,0.16666666666666666,0.07407407407407407,0.012345679012345678
3536,2021-12-02 21:25:38.240000+03:00,35000,35000.0,3,31.0,1,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,1129.03,1,1.0,0,0,0.0,1,0,1,0,1,31.0,0.16666666666666666,0.037037037037037035,0.006172839506172839
3537,2021-12-02 21:25:26.251000+03:00,35000,35000.0,4,36.2,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,966.85,0,1.0,0,0,0.0,1,0,1,0,1,36.2,0.16666666666666666,0.05555555555555555,0.009259259259259259
3539,2021-12-02 21:24:16.147000+03:00,40000,40000.0,1,38.0,1,1,50.0,2021-12-02,design,0,1,0,0,0,1052.63,0,1.0,1,0,0.6,1,0,1,0,1,38.0,0.16666666666666666,0.0,0.0
3540,2021-12-02 21:21:38.620000+03:00,45000,45000.0,2,38.0,1,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,1184.21,1,1.0,1,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
3541,2021-12-02 21:21:26.171000+03:00,45000,40000.0,4,33.0,1,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,1363.64,1,0.8888888888888888,1,0,0.0,1,0,1,0,1,33.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
3542,2021-12-02 21:20:44.122000+03:00,45000,45000.0,3,52.6,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,855.51,0,1.0,1,0,0.0,0,0,0,0,1,52.6,0.3333333333333333,0.037037037037037035,0.012345679012345678
3543,2021-12-02 21:19:34.077000+03:00,75000,75000.0,14,70.0,2,1,50.0,2021-12-02,euro,0,0,1,0,0,1071.43,0,1.0,2,0,0.4,0,0,0,0,1,70.0,0.3333333333333333,0.24074074074074073,0.08024691358024691
3544,2021-12-02 21:19:09.803000+03:00,38000,38000.0,2,45.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,844.44,0,1.0,1,0,0.0,1,0,0,0,1,45.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
3545,2021-12-02 21:19:03.560000+03:00,40000,40000.0,22,33.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,1212.12,1,1.0,1,0,0.4,1,0,1,0,1,33.0,0.16666666666666666,0.38888888888888884,0.0648148148148148
3546,2021-12-02 21:18:55.489000+03:00,40000,40000.0,12,39.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1025.64,0,1.0,1,0,0.0,1,0,1,0,1,39.0,0.16666666666666666,0.2037037037037037,0.033950617283950615
3547,2021-12-02 21:18:47.781000+03:00,40000,40000.0,10,54.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,740.74,0,1.0,1,0,0.0,0,0,0,0,1,54.0,0.3333333333333333,0.16666666666666666,0.05555555555555555
3548,2021-12-02 21:17:46.253000+03:00,35000,35000.0,4,45.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,777.78,0,1.0,0,0,0.0,1,0,0,0,1,45.0,0.3333333333333333,0.05555555555555555,0.018518518518518517
3549,2021-12-02 21:17:39.661000+03:00,35000,35000.0,13,39.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,897.44,0,1.0,0,0,0.0,1,0,1,0,1,39.0,0.16666666666666666,0.2222222222222222,0.037037037037037035
3550,2021-12-02 21:16:42.449000+03:00,85500,0.0,7,63.1,4,1,0.0,2021-12-02,design,0,1,0,0,0,1354.99,1,0.0,0,0,0.6,0,0,0,1,1,63.1,0.6666666666666666,0.1111111111111111,0.07407407407407407
3551,2021-12-02 21:16:21.918000+03:00,35000,35000.0,3,40.0,1,1,99.0,2021-12-02,cosmetic,1,0,0,0,0,875.0,0,1.0,0,0,0.0,1,0,1,0,1,40.0,0.16666666666666666,0.037037037037037035,0.006172839506172839
3553,2021-12-02 21:14:29.601000+03:00,17000,8500.0,12,50.0,1,1,99.0,2021-12-02,cosmetic,1,0,0,0,0,340.0,0,0.5,0,0,0.0,1,0,1,0,1,50.0,0.16666666666666666,0.2037037037037037,0.033950617283950615
3554,2021-12-02 21:14:26.221000+03:00,250000,250000.0,19,90.0,2,1,0.0,2021-12-02,design,0,1,0,0,0,2777.78,1,1.0,2,0,0.6,0,0,0,0,1,90.0,0.3333333333333333,0.33333333333333337,0.11111111111111112
3555,2021-12-02 21:14:21.017000+03:00,250000,250000.0,21,62.0,2,1,0.0,2021-12-02,design,0,1,0,0,0,4032.26,1,1.0,2,0,0.6,0,0,0,0,1,62.0,0.3333333333333333,0.37037037037037035,0.12345679012345678
3556,2021-12-02 21:14:19.766000+03:00,75000,85000.0,5,60.0,2,1,0.0,2021-12-02,design,0,1,0,0,0,1250.0,1,1.1333333333333333,2,0,0.6,0,0,0,0,1,60.0,0.3333333333333333,0.07407407407407407,0.024691358024691357
3557,2021-12-02 21:13:42.093000+03:00,40000,40000.0,6,36.0,1,1,100.0,2021-12-02,euro,0,0,1,0,0,1111.11,1,1.0,1,0,0.4,1,0,1,0,1,36.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
3558,2021-12-02 21:13:34.842000+03:00,28000,28000.0,8,40.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,700.0,0,1.0,0,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.12962962962962962,0.021604938271604937
3559,2021-12-02 21:13:32.958000+03:00,40000,0.0,2,54.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,740.74,0,0.0,0,0,0.0,0,0,0,0,1,54.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
3560,2021-12-02 21:13:04.834000+03:00,45000,45000.0,15,58.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,775.86,0,1.0,1,0,0.0,0,0,0,0,1,58.0,0.3333333333333333,0.2592592592592593,0.08641975308641976
3561,2021-12-02 21:12:59.877000+03:00,45000,45000.0,19,59.0,2,1,30.0,2021-12-02,cosmetic,1,0,0,0,0,762.71,0,1.0,1,0,0.0,0,0,0,0,1,59.0,0.3333333333333333,0.33333333333333337,0.11111111111111112
3562,2021-12-02 21:12:56.896000+03:00,43000,45000.0,2,33.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1303.03,1,1.0465116279069768,1,0,0.0,1,0,1,0,1,33.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
3563,2021-12-02 21:12:29.360000+03:00,75000,75000.0,5,45.9,1,1,0.0,2021-12-02,design,0,1,0,0,0,1633.99,1,1.0,2,0,0.6,1,0,1,0,1,45.9,0.16666666666666666,0.07407407407407407,0.012345679012345678
3564,2021-12-02 21:11:56.020000+03:00,85000,85000.0,2,33.0,1,1,0.0,2021-12-02,unknown,0,0,0,0,1,2575.76,1,1.0,2,0,0.0,1,0,1,0,1,33.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
3565,2021-12-02 21:11:55.952000+03:00,75000,75000.0,12,55.0,2,1,30.0,2021-12-02,euro,0,0,1,0,0,1363.64,1,1.0,2,0,0.4,0,0,0,0,1,55.0,0.3333333333333333,0.2037037037037037,0.06790123456790123
3566,2021-12-02 21:11:20.126000+03:00,95000,95000.0,9,90.0,3,1,25.0,2021-12-02,euro,0,0,1,0,0,1055.56,0,1.0,2,0,0.4,0,0,0,1,1,90.0,0.5,0.14814814814814814,0.07407407407407407
3567,2021-12-02 21:11:06.668000+03:00,34000,30000.0,15,38.0,1,1,0.0,2021-12-02,euro,0,0,1,0,0,894.74,0,0.8823529411764706,0,0,0.4,1,0,1,0,1,38.0,0.16666666666666666,0.2592592592592593,0.04320987654320988
3568,2021-12-02 21:10:55.531000+03:00,68000,68000.0,8,51.0,2,1,0.0,2021-12-02,design,0,1,0,0,0,1333.33,1,1.0,2,0,0.6,0,0,0,0,1,51.0,0.3333333333333333,0.12962962962962962,0.043209876543209874
3570,2021-12-02 21:08:44.712000+03:00,85000,85000.0,15,80.0,2,1,0.0,2021-12-02,euro,0,0,1,0,0,1062.5,0,1.0,2,0,0.4,0,0,0,0,1,80.0,0.3333333333333333,0.2592592592592593,0.08641975308641976
3572,2021-12-02 21:07:44.704000+03:00,45000,45000.0,5,33.0,1,1,80.0,2021-12-02,cosmetic,1,0,0,0,0,1363.64,1,1.0,1,0,0.0,1,0,1,0,1,33.0,0.16666666666666666,0.07407407407407407,0.012345679012345678
3573,2021-12-02 21:07:30.641000+03:00,70000,70000.0,10,62.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1129.03,1,1.0,2,0,0.0,0,0,0,0,1,62.0,0.3333333333333333,0.16666666666666666,0.05555555555555555
3574,2021-12-02 21:06:57.718000+03:00,85000,85000.0,4,30.0,1,1,0.0,2021-12-02,design,0,1,0,0,0,2833.33,1,1.0,2,0,0.6,1,0,1,0,1,30.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
3575,2021-12-02 21:06:28.417000+03:00,40000,40000.0,4,35.0,1,1,100.0,2021-12-02,cosmetic,1,0,0,0,0,1142.86,1,1.0,1,0,0.0,1,0,1,0,1,35.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
3576,2021-12-02 21:06:26.318000+03:00,85000,85000.0,3,35.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,2428.57,1,1.0,2,0,0.4,1,0,1,0,1,35.0,0.16666666666666666,0.037037037037037035,0.006172839506172839
3577,2021-12-02 21:06:24.168000+03:00,40000,40000.0,3,42.0,2,1,50.0,2021-12-02,euro,0,0,1,0,0,952.38,0,1.0,1,0,0.4,1,0,0,0,1,42.0,0.3333333333333333,0.037037037037037035,0.012345679012345678
3578,2021-12-02 21:05:51.593000+03:00,43000,43000.0,16,58.0,2,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,741.38,0,1.0,1,0,0.0,0,0,0,0,1,58.0,0.3333333333333333,0.2777777777777778,0.09259259259259259
3579,2021-12-02 21:05:47.131000+03:00,45000,45000.0,11,37.1,1,1,0.0,2021-12-02,cosmetic,1,0,0,0,0,1212.94,1,1.0,1,0,0.0,1,0,1,0,1,37.1,0.16666666666666666,0.18518518518518517,0.030864197530864196
3580,2021-12-02 21:05:46.960000+03:00,43000,43000.0,15,37.8,1,1,60.0,2021-12-02,euro,0,0,1,0,0,1137.57,1,1.0,1,0,0.4,1,0,1,0,1,37.8,0.16666666666666666,0.2592592592592593,0.04320987654320988
3581,2021-12-02 21:05:10.895000+03:00,45000,45000.0,4,44.0,2,1,50.0,2021-12-02,euro,0,0,1,0,0,1022.73,0,1.0,1,0,0.4,1,0,0,0,1,44.0,0.3333333333333333,0.05555555555555555,0.018518518518518517
3582,2021-12-02 21:05:07.480000+03:00,45000,45000.0,4,43.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1046.51,0,1.0,1,0,0.0,1,0,0,0,1,43.0,0.3333333333333333,0.05555555555555555,0.018518518518518517
3583,2021-12-02 21:04:40.321000+03:00,40000,40000.0,1,36.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1111.11,1,1.0,1,0,0.0,1,0,1,0,1,36.0,0.16666666666666666,0.0,0.0
3584,2021-12-02 21:04:17.200000+03:00,40000,40000.0,4,38.0,1,1,99.0,2021-12-02,euro,0,0,1,0,0,1052.63,0,1.0,1,0,0.4,1,0,1,0,1,38.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
3585,2021-12-02 21:03:57.886000+03:00,40000,40000.0,7,40.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,1000.0,0,1.0,1,0,0.0,1,0,1,0,1,40.0,0.16666666666666666,0.1111111111111111,0.018518518518518517
3586,2021-12-02 21:03:24.114000+03:00,40000,40000.0,9,33.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,1212.12,1,1.0,1,0,0.4,1,0,1,0,1,33.0,0.16666666666666666,0.14814814814814814,0.024691358024691357
3587,2021-12-02 21:01:04.207000+03:00,40000,35000.0,4,46.0,1,1,90.0,2021-12-02,cosmetic,1,0,0,0,0,869.57,0,0.875,0,0,0.0,1,0,1,0,1,46.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
3588,2021-12-02 21:01:02.435000+03:00,70000,70000.0,10,60.0,1,1,100.0,2021-12-02,unknown,0,0,0,0,1,1166.67,1,1.0,2,0,0.0,0,0,1,0,1,60.0,0.16666666666666666,0.16666666666666666,0.027777777777777776
3589,2021-12-02 21:00:58.807000+03:00,90000,90000.0,5,50.0,2,1,50.0,2021-12-02,design,0,1,0,0,0,1800.0,1,1.0,2,0,0.6,1,0,0,0,1,50.0,0.3333333333333333,0.07407407407407407,0.024691358024691357
3590,2021-12-02 21:00:39.280000+03:00,45000,45000.0,6,40.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,1125.0,1,1.0,1,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
3591,2021-12-02 21:00:26.500000+03:00,45000,45000.0,20,25.0,1,1,99.0,2021-12-02,euro,0,0,1,0,0,1800.0,1,1.0,1,0,0.4,1,0,1,0,1,25.0,0.16666666666666666,0.35185185185185186,0.05864197530864197
3593,2021-12-02 20:59:18.650000+03:00,70000,70000.0,10,60.0,3,1,30.0,2021-12-02,euro,0,0,1,0,0,1166.67,1,1.0,2,0,0.4,0,0,0,1,1,60.0,0.5,0.16666666666666666,0.08333333333333333
3594,2021-12-02 20:59:18.259000+03:00,44900,0.0,10,25.0,0,1,50.0,2021-12-02,euro,0,0,1,0,0,1796.0,1,0.0,0,0,0.4,1,0,1,0,1,25.0,0.0,0.16666666666666666,0.0
3595,2021-12-02 20:57:53.199000+03:00,38000,38000.0,6,40.0,1,1,70.0,2021-12-02,cosmetic,1,0,0,0,0,950.0,0,1.0,1,0,0.0,1,0,1,0,1,40.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
3597,2021-12-02 20:56:27.398000+03:00,44000,44000.0,2,47.0,2,1,70.0,2021-12-02,cosmetic,1,0,0,0,0,936.17,0,1.0,1,0,0.0,1,0,0,0,1,47.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
3598,2021-12-02 20:54:51.272000+03:00,31000,31000.0,4,36.0,1,1,50.0,2021-12-02,euro,0,0,1,0,0,861.11,0,1.0,0,0,0.4,1,0,1,0,1,36.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
3599,2021-12-02 20:54:40.080000+03:00,38000,38000.0,12,43.0,1,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,883.72,0,1.0,1,0,0.0,1,0,1,0,1,43.0,0.16666666666666666,0.2037037037037037,0.033950617283950615
3600,2021-12-02 20:54:32.861000+03:00,38000,38000.0,2,50.0,2,1,50.0,2021-12-02,cosmetic,1,0,0,0,0,760.0,0,1.0,1,0,0.0,1,0,0,0,1,50.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
